week,ano,provincia,distrito,us,total
Week 4,2026,NAMPULA,NACALA-PORTO,PS A.D.P.P. Muzuane,21
Week 5,2026,NAMPULA,NACALA-PORTO,PS A.D.P.P. Muzuane,2
Week 6,2026,NAMPULA,NACALA-PORTO,PS A.D.P.P. Muzuane,3
Week 7,2026,NAMPULA,NACALA-PORTO,PS A.D.P.P. Muzuane,8
Week 8,2026,NAMPULA,NACALA-PORTO,PS A.D.P.P. Muzuane,3
Week 49,2024,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,3
Week 50,2024,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,2
Week 51,2024,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 52,2024,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 1,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,5
Week 2,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 3,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 4,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 5,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,1
Week 6,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,4
Week 7,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 8,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,5
Week 9,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,6
Week 10,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 11,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 12,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,6
Week 13,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,5
Week 14,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 15,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 16,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,5
Week 17,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 18,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 19,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 20,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 21,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,2
Week 22,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 23,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,2
Week 24,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 25,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 26,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 27,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 28,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 29,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 30,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,1
Week 31,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,3
Week 32,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,3
Week 33,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 34,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 35,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,2
Week 36,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,2
Week 37,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 38,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 39,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,2
Week 40,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,3
Week 41,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 42,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,2
Week 43,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 44,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 45,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 46,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,4
Week 47,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,4
Week 48,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,2
Week 49,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 50,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 51,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 52,2025,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 1,2026,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,1
Week 2,2026,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,2
Week 3,2026,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,5
Week 4,2026,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,
Week 5,2026,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,1
Week 6,2026,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,4
Week 7,2026,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,6
Week 8,2026,NAMPULA,ILHA DE MOÃ‡AMBIQUE,PS Ampara,16
Week 49,2024,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),43
Week 50,2024,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),
Week 51,2024,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),16
Week 52,2024,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),21
Week 1,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),11
Week 2,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),5
Week 3,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),18
Week 4,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),17
Week 5,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),18
Week 6,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),26
Week 7,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),22
Week 8,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),37
Week 9,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),44
Week 10,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),47
Week 11,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),8
Week 12,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),30
Week 13,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),42
Week 14,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),34
Week 15,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),23
Week 16,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),50
Week 17,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),37
Week 18,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),6
Week 19,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),11
Week 20,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),44
Week 21,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),8
Week 22,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),39
Week 23,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),59
Week 24,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),40
Week 25,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),30
Week 26,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),71
Week 27,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),38
Week 28,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),38
Week 29,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),28
Week 30,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),11
Week 31,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),6
Week 32,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),11
Week 33,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),21
Week 34,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),18
Week 35,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),15
Week 36,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),9
Week 37,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),9
Week 38,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),22
Week 39,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),18
Week 40,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),13
Week 41,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),17
Week 42,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),21
Week 43,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),33
Week 44,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),18
Week 45,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),44
Week 46,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),16
Week 47,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),21
Week 48,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),27
Week 49,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),16
Week 50,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),33
Week 51,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),32
Week 52,2025,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),43
Week 1,2026,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),49
Week 2,2026,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),46
Week 3,2026,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),56
Week 4,2026,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),42
Week 5,2026,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),30
Week 6,2026,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),26
Week 7,2026,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),16
Week 8,2026,NAMPULA,DISTRITO DE NAMPULA,PS Anexo (Psiquiatrico),8
Week 49,2024,TETE,CIDADE DE TETE,PS Base AÃ©rea,14
Week 50,2024,TETE,CIDADE DE TETE,PS Base AÃ©rea,10
Week 51,2024,TETE,CIDADE DE TETE,PS Base AÃ©rea,8
Week 52,2024,TETE,CIDADE DE TETE,PS Base AÃ©rea,4
Week 1,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,23
Week 2,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,38
Week 3,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,38
Week 4,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,28
Week 5,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,49
Week 6,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,20
Week 7,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,37
Week 8,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,99
Week 9,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,81
Week 10,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,50
Week 11,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,72
Week 12,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,66
Week 13,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,53
Week 14,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,45
Week 15,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,18
Week 16,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,26
Week 17,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,43
Week 18,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,34
Week 19,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,25
Week 20,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,18
Week 21,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,28
Week 22,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,28
Week 23,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,14
Week 24,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,50
Week 25,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,33
Week 26,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,13
Week 27,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,21
Week 28,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,12
Week 29,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,21
Week 30,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,24
Week 31,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,19
Week 32,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,6
Week 33,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,7
Week 34,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,17
Week 35,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,24
Week 36,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,7
Week 37,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,24
Week 38,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,29
Week 39,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,16
Week 40,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,2
Week 41,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,19
Week 42,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,10
Week 43,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,11
Week 44,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,6
Week 45,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,21
Week 46,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,10
Week 47,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,4
Week 48,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,8
Week 49,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,23
Week 50,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,17
Week 51,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,20
Week 52,2025,TETE,CIDADE DE TETE,PS Base AÃ©rea,11
Week 1,2026,TETE,CIDADE DE TETE,PS Base AÃ©rea,19
Week 2,2026,TETE,CIDADE DE TETE,PS Base AÃ©rea,20
Week 3,2026,TETE,CIDADE DE TETE,PS Base AÃ©rea,22
Week 4,2026,TETE,CIDADE DE TETE,PS Base AÃ©rea,27
Week 5,2026,TETE,CIDADE DE TETE,PS Base AÃ©rea,16
Week 6,2026,TETE,CIDADE DE TETE,PS Base AÃ©rea,9
Week 7,2026,TETE,CIDADE DE TETE,PS Base AÃ©rea,10
Week 8,2026,TETE,CIDADE DE TETE,PS Base AÃ©rea,8
Week 49,2024,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,
Week 50,2024,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,3
Week 51,2024,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,1
Week 52,2024,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,3
Week 1,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,7
Week 2,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,11
Week 3,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,7
Week 4,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,6
Week 5,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,11
Week 6,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,10
Week 7,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,4
Week 8,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,22
Week 9,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,4
Week 10,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,
Week 11,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,
Week 12,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,
Week 13,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,
Week 14,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,
Week 15,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,
Week 16,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,
Week 17,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,2
Week 18,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,4
Week 19,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,5
Week 20,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,2
Week 21,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,2
Week 22,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,3
Week 23,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,4
Week 24,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,6
Week 25,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,4
Week 26,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,2
Week 27,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,5
Week 28,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,2
Week 29,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,2
Week 30,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,3
Week 31,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,3
Week 32,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,4
Week 33,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,5
Week 34,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,6
Week 35,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,1
Week 36,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,1
Week 37,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,4
Week 38,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,5
Week 39,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,4
Week 40,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,3
Week 41,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,
Week 42,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,
Week 43,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,
Week 44,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,2
Week 45,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,9
Week 46,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,3
Week 47,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,2
Week 48,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,2
Week 49,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,3
Week 50,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,4
Week 51,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,4
Week 52,2025,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,2
Week 1,2026,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,
Week 2,2026,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,12
Week 3,2026,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,1
Week 4,2026,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,5
Week 5,2026,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,14
Week 6,2026,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,5
Week 7,2026,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,11
Week 8,2026,CABO DELGADO,CIDADE DE PEMBA,PS Base Naval Pemba,2
Week 49,2024,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 50,2024,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 51,2024,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 52,2024,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 1,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 2,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 3,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 4,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 5,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 6,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 7,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 8,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 9,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 10,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 11,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 12,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 13,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 14,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 15,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,1
Week 16,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 17,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 18,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 19,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 20,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 21,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 22,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,1
Week 23,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 24,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 25,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 26,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 27,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 28,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 29,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 30,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 31,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 32,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 33,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 34,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 35,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 36,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 37,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 38,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 39,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 40,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 41,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 42,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 43,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 44,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 45,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 46,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 47,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 48,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
Week 49,2025,MAPUTO PROVINCIA,MOAMBA,PS BatalhÃ£o Apoio a Paz,
